phase,i,t_start,t_end,t_mid,dt_s,ok,power_w,voltage_v,current_a,aiclk_mhz,temp_c,error
pre,0,1786621867.095403,1786621868.088921,1786621867.592162,0.499287,1,39.0000,0.7400,54.0000,800.0000,48.1000,
pre,1,1786621868.090959,1786621869.086027,1786621868.588493,1.495618,1,38.0000,0.7400,52.0000,800.0000,48.1000,
