phase,i,t_start,t_end,t_mid,dt_s,ok,power_w,voltage_v,current_a,aiclk_mhz,temp_c,error
pre,0,1786627069.199952,1786627070.190906,1786627069.695429,0.498028,1,39.0000,0.7400,54.0000,800.0000,51.7000,
pre,1,1786627070.192888,1786627071.224878,1786627070.708883,1.511481,1,39.0000,0.7400,53.0000,800.0000,51.0000,
