phase,i,t_start,t_end,t_mid,dt_s,ok,power_w,voltage_v,current_a,aiclk_mhz,temp_c,error
pre,0,1786626696.540358,1786626697.530977,1786626697.035667,0.498030,1,39.0000,0.7400,53.0000,800.0000,48.9000,
pre,1,1786626697.532782,1786626698.519979,1786626698.026381,1.488743,1,39.0000,0.7400,54.0000,800.0000,48.6000,
