# nocreadbench arch=wormhole grid=8x8 num_tx=64 repeats=3 mode=stateless sim=0
# every row is one timed burst; cycles_per_tx = cycles / num_tx
# mode is what the KERNEL stamped; probe_word says which tile answered a
# transaction issued with the state pointed elsewhere, so it is stateless
# iff probe_word == sig_src and stateful iff probe_word == sig_witness
experiment,repeat,point,mst_x,mst_y,mst_node_x,mst_node_y,num_src,src0_x,src0_y,hops,num_tx,tx_bytes,dst_stride,src_stride,cycles,cycles_per_tx,outstanding_max,outstanding_end,samples,cmdbuf_avail_rest,cmdbuf_avail_busy,outstanding_rest,outstanding_delta,inflight_max,inflight_rest,trid,cmdbuf_avail_max,cmdbuf_ovfl_rest,cmdbuf_ovfl_end,mode,probe_word,sig_src,sig_witness
dist,2,13,0,0,1,1,1,25,18,7,64,64,0,0,3067,47.922,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,2,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1912,0x5A5A1912,0x5A5A1313
dist,2,14,0,0,1,1,1,18,19,1,64,64,0,0,3085,48.203,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,3,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1213,0x5A5A1213,0x5A5A1313
dist,2,15,0,0,1,1,1,18,20,2,64,64,0,0,3085,48.203,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,3,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1214,0x5A5A1214,0x5A5A1313
dist,2,16,0,0,1,1,1,18,21,3,64,64,0,0,3087,48.234,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,3,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1215,0x5A5A1215,0x5A5A1313
dist,2,17,0,0,1,1,1,18,22,4,64,64,0,0,3086,48.219,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,3,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1216,0x5A5A1216,0x5A5A1313
dist,2,18,0,0,1,1,1,18,23,5,64,64,0,0,3087,48.234,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,3,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1217,0x5A5A1217,0x5A5A1313
dist,2,19,0,0,1,1,1,18,24,6,64,64,0,0,3088,48.250,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,3,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1218,0x5A5A1218,0x5A5A1313
dist,2,20,0,0,1,1,1,18,25,7,64,64,0,0,3091,48.297,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,3,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1219,0x5A5A1219,0x5A5A1313
srcfan,2,21,0,0,1,1,1,19,18,1,64,64,0,0,3068,47.938,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,2,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1312,0x5A5A1312,0x5A5A1313
srcfan,2,22,0,0,1,1,2,19,18,1,64,64,0,0,3068,47.938,3,2,64,0xFFFFFFFF,0xFFFFFFFF,0,3,2,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1312,0x5A5A1312,0x5A5A1313
srcfan,2,23,0,0,1,1,4,19,18,1,64,64,0,0,3067,47.922,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,2,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1312,0x5A5A1312,0x5A5A1313
dstspread,2,24,0,0,1,1,1,25,18,7,64,64,0,0,3068,47.938,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,2,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1912,0x5A5A1912,0x5A5A1313
dstspread,2,25,0,0,1,1,1,25,18,7,64,64,64,0,3068,47.938,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,2,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1912,0x5A5A1912,0x5A5A1313
dstspread,2,26,0,0,1,1,1,25,18,7,64,64,128,0,3072,48.000,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,2,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1912,0x5A5A1912,0x5A5A1313
dstspread,2,27,0,0,1,1,1,25,18,7,64,64,512,0,3068,47.938,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,2,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1912,0x5A5A1912,0x5A5A1313
srcspread,2,28,0,0,1,1,1,25,18,7,64,64,0,0,3068,47.938,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,2,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1912,0x5A5A1912,0x5A5A1313
srcspread,2,29,0,0,1,1,1,25,18,7,64,64,0,64,3068,47.938,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,2,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1912,0x5A5A1912,0x5A5A1313
srcspread,2,30,0,0,1,1,1,25,18,7,64,64,0,128,3067,47.922,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,2,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1912,0x5A5A1912,0x5A5A1313
srcspread,2,31,0,0,1,1,1,25,18,7,64,64,0,512,3073,48.016,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,2,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1912,0x5A5A1912,0x5A5A1313
burst,2,32,0,0,1,1,1,25,18,7,4,64,0,0,368,92.000,3,3,4,0xFFFFFFFF,0xFFFFFFFF,0,3,2,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1912,0x5A5A1912,0x5A5A1313
burst,2,33,0,0,1,1,1,25,18,7,16,64,0,0,908,56.750,3,3,16,0xFFFFFFFF,0xFFFFFFFF,0,3,2,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1912,0x5A5A1912,0x5A5A1313
burst,2,34,0,0,1,1,1,25,18,7,64,64,0,0,3068,47.938,3,3,64,0xFFFFFFFF,0xFFFFFFFF,0,3,2,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1912,0x5A5A1912,0x5A5A1313
burst,2,35,0,0,1,1,1,25,18,7,128,64,0,0,5951,46.492,3,3,128,0xFFFFFFFF,0xFFFFFFFF,0,3,2,0,0,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A1912,0x5A5A1912,0x5A5A1313
