# nocreadbench arch=blackhole grid=12x10 num_tx=64 repeats=3 mode=stateless sim=0
# every row is one timed burst; cycles_per_tx = cycles / num_tx
# mode is what the KERNEL stamped; probe_word says which tile answered a
# transaction issued with the state pointed elsewhere, so it is stateless
# iff probe_word == sig_src and stateful iff probe_word == sig_witness
experiment,repeat,point,mst_x,mst_y,mst_node_x,mst_node_y,num_src,src0_x,src0_y,hops,num_tx,tx_bytes,dst_stride,src_stride,cycles,cycles_per_tx,outstanding_max,outstanding_end,samples,cmdbuf_avail_rest,cmdbuf_avail_busy,outstanding_rest,outstanding_delta,inflight_max,inflight_rest,trid,cmdbuf_avail_max,cmdbuf_ovfl_rest,cmdbuf_ovfl_end,mode,probe_word,sig_src,sig_witness
size,2,5,0,0,1,2,1,14,2,13,64,2048,0,0,3264,51.000,195,195,64,0x00000000,0x00000000,192,3,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0E02,0x5A5A0E02,0x5A5A0203
size,2,6,0,0,1,2,1,14,2,13,64,4096,0,0,4544,71.000,199,199,64,0x00000000,0x00000000,192,7,12,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0E02,0x5A5A0E02,0x5A5A0203
dist,2,7,0,0,1,2,1,2,2,1,64,64,0,0,3240,50.625,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0202,0x5A5A0202,0x5A5A0203
dist,2,8,0,0,1,2,1,3,2,2,64,64,0,0,3240,50.625,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0302,0x5A5A0302,0x5A5A0203
dist,2,9,0,0,1,2,1,4,2,3,64,64,0,0,3241,50.641,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0402,0x5A5A0402,0x5A5A0203
dist,2,10,0,0,1,2,1,5,2,4,64,64,0,0,3241,50.641,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0502,0x5A5A0502,0x5A5A0203
dist,2,11,0,0,1,2,1,6,2,5,64,64,0,0,3241,50.641,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0602,0x5A5A0602,0x5A5A0203
dist,2,12,0,0,1,2,1,7,2,6,64,64,0,0,3241,50.641,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0702,0x5A5A0702,0x5A5A0203
dist,2,13,0,0,1,2,1,10,2,9,64,64,0,0,3240,50.625,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0A02,0x5A5A0A02,0x5A5A0203
dist,2,14,0,0,1,2,1,11,2,10,64,64,0,0,3241,50.641,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0B02,0x5A5A0B02,0x5A5A0203
dist,2,15,0,0,1,2,1,12,2,11,64,64,0,0,3240,50.625,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0C02,0x5A5A0C02,0x5A5A0203
dist,2,16,0,0,1,2,1,13,2,12,64,64,0,0,3241,50.641,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0D02,0x5A5A0D02,0x5A5A0203
dist,2,17,0,0,1,2,1,14,2,13,64,64,0,0,3240,50.625,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0E02,0x5A5A0E02,0x5A5A0203
dist,2,18,0,0,1,2,1,1,3,1,64,64,0,0,3192,49.875,194,194,64,0x00000000,0x00000000,192,2,2,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0103,0x5A5A0103,0x5A5A0203
dist,2,19,0,0,1,2,1,1,4,2,64,64,0,0,3192,49.875,194,194,64,0x00000000,0x00000000,192,2,2,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0104,0x5A5A0104,0x5A5A0203
dist,2,20,0,0,1,2,1,1,5,3,64,64,0,0,3192,49.875,194,194,64,0x00000000,0x00000000,192,2,2,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0105,0x5A5A0105,0x5A5A0203
dist,2,21,0,0,1,2,1,1,6,4,64,64,0,0,3192,49.875,194,194,64,0x00000000,0x00000000,192,2,2,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0106,0x5A5A0106,0x5A5A0203
dist,2,22,0,0,1,2,1,1,7,5,64,64,0,0,3192,49.875,194,194,64,0x00000000,0x00000000,192,2,2,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0107,0x5A5A0107,0x5A5A0203
dist,2,23,0,0,1,2,1,1,8,6,64,64,0,0,3193,49.891,194,194,64,0x00000000,0x00000000,192,2,2,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0108,0x5A5A0108,0x5A5A0203
dist,2,24,0,0,1,2,1,1,9,7,64,64,0,0,3192,49.875,194,194,64,0x00000000,0x00000000,192,2,2,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0109,0x5A5A0109,0x5A5A0203
dist,2,25,0,0,1,2,1,1,10,8,64,64,0,0,3192,49.875,194,194,64,0x00000000,0x00000000,192,2,2,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A010A,0x5A5A010A,0x5A5A0203
dist,2,26,0,0,1,2,1,1,11,9,64,64,0,0,3193,49.891,194,194,64,0x00000000,0x00000000,192,2,2,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A010B,0x5A5A010B,0x5A5A0203
srcfan,2,27,0,0,1,2,1,2,2,1,64,64,0,0,3240,50.625,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0202,0x5A5A0202,0x5A5A0203
srcfan,2,28,0,0,1,2,2,2,2,1,64,64,0,0,3262,50.969,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0202,0x5A5A0202,0x5A5A0203
srcfan,2,29,0,0,1,2,4,2,2,1,64,64,0,0,3264,51.000,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0202,0x5A5A0202,0x5A5A0203
srcfan,2,30,0,0,1,2,8,2,2,1,64,64,0,0,3261,50.953,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0202,0x5A5A0202,0x5A5A0203
dstspread,2,31,0,0,1,2,1,14,2,13,64,64,0,0,3251,50.797,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0E02,0x5A5A0E02,0x5A5A0203
dstspread,2,32,0,0,1,2,1,14,2,13,64,64,64,0,3240,50.625,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0E02,0x5A5A0E02,0x5A5A0203
dstspread,2,33,0,0,1,2,1,14,2,13,64,64,128,0,3240,50.625,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0E02,0x5A5A0E02,0x5A5A0203
dstspread,2,34,0,0,1,2,1,14,2,13,64,64,512,0,3241,50.641,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0E02,0x5A5A0E02,0x5A5A0203
srcspread,2,35,0,0,1,2,1,14,2,13,64,64,0,0,3240,50.625,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0E02,0x5A5A0E02,0x5A5A0203
srcspread,2,36,0,0,1,2,1,14,2,13,64,64,0,64,3240,50.625,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0E02,0x5A5A0E02,0x5A5A0203
srcspread,2,37,0,0,1,2,1,14,2,13,64,64,0,128,3240,50.625,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0E02,0x5A5A0E02,0x5A5A0203
srcspread,2,38,0,0,1,2,1,14,2,13,64,64,0,512,3240,50.625,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0E02,0x5A5A0E02,0x5A5A0203
burst,2,39,0,0,1,2,1,14,2,13,4,64,0,0,420,105.000,194,194,4,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0E02,0x5A5A0E02,0x5A5A0203
burst,2,40,0,0,1,2,1,14,2,13,16,64,0,0,984,61.500,194,194,16,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0E02,0x5A5A0E02,0x5A5A0203
burst,2,41,0,0,1,2,1,14,2,13,64,64,0,0,3241,50.641,194,194,64,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0E02,0x5A5A0E02,0x5A5A0203
burst,2,42,0,0,1,2,1,14,2,13,128,64,0,0,6248,48.812,194,194,128,0x00000000,0x00000000,192,2,3,0,0,0x00000000,0x00000000,0x00000000,stateless,0x5A5A0E02,0x5A5A0E02,0x5A5A0203
