phase,i,t_start,t_end,t_mid,dt_s,ok,power_w,voltage_v,current_a,aiclk_mhz,temp_c,error
pre,0,1786997485.839805,1786997486.320774,1786997486.080290,0.240652,1,17.0000,0.7200,24.0000,500.0000,42.3000,
pre,1,1786997486.321312,1786997486.751020,1786997486.536166,0.696527,1,17.0000,0.7200,24.0000,500.0000,42.1000,
