# energybench activity vectors, collected against tt-sim (NOT silicon).
# arch=blackhole  cost_model=1  iters=1  scales="1 4"  date=2026-08-13
# Command: TT_METAL_HOME=... perfbench/energybench/run_sim_activity.sh --arch blackhole
# These are SMOKE inner counts -- the right size for showing the apparatus works
# and the WRONG size for fitting against a card session, whose inner counts are
# thousands of times larger. See README.md, "The simulator side": a label is
# <arm>-<inner> and the analysis joins on it, so an activity vector collected at
# a different inner count is a different workload and is dropped, not matched.
# Every value is PER LAUNCH. No coefficient is fitted anywhere in this file.
label,arch,arm,inner,launches,cost_model,sim_cycles,instr_retired,tensix_dispatch,noc_bytes_total,noc_txns,matrix_busy_cycles,sfpu_busy_cycles,packer_busy_cycles,unpacker_busy_cycles,thcon_busy_cycles,mover_busy_cycles,rv_stall_cycles,tensix_stall_cycles,noc_flight_cycles,matrix_arith_cycles
idle-0,blackhole,idle,0,1,1,7499,14610.0,27.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,9602.0,0.0,0.0,1.0
rv-64,blackhole,rv,64,1,1,8099,16144.0,27.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,11074.0,0.0,0.0,1.0
noc-8,blackhole,noc,8,1,1,11499,22451.0,27.0,16384.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0,21767.0,0.0,3600.0,1.0
mm-8,blackhole,mm,8,1,1,10499,23207.0,1262.0,6144.0,6.0,533.0,3.0,16.0,0.0,52.0,0.0,16017.0,3198.0,1338.0,516.0
sfpu-8,blackhole,sfpu,8,1,1,11699,26328.0,4719.0,12288.0,6.0,342.0,1028.0,16.0,0.0,29.0,0.0,18888.0,4313.0,1456.0,12.0
rv-256,blackhole,rv,256,1,1,9399,19624.0,27.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,14100.0,0.0,0.0,1.0
noc-32,blackhole,noc,32,1,1,23199,45356.0,27.0,65536.0,64.0,1.0,3.0,0.0,0.0,0.0,0.0,57368.0,0.0,14400.0,1.0
mm-32,blackhole,mm,32,1,1,12099,28620.0,3590.0,6144.0,6.0,2117.0,3.0,16.0,0.0,124.0,0.0,18591.0,6078.0,1338.0,2052.0
sfpu-32,blackhole,sfpu,32,1,1,16199,40865.0,17031.0,12288.0,6.0,1326.0,4100.0,16.0,0.0,29.0,0.0,26854.0,8801.0,1456.0,12.0
