label,arch,arm,inner,launches,cost_model,sim_cycles,instr_retired,tensix_dispatch,noc_bytes_total,noc_txns,matrix_busy_cycles,sfpu_busy_cycles,packer_busy_cycles,unpacker_busy_cycles,thcon_busy_cycles,mover_busy_cycles,rv_stall_cycles,tensix_stall_cycles,noc_flight_cycles,matrix_arith_cycles
idle-0,wormhole,idle,0,1,1,5599,11316.0,27.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,6449.0,0.0,0.0,1.0
rv-200000,wormhole,rv,200000,1,1,1605699,4787315.0,27.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3230950.0,0.0,0.0,1.0
noc-4096,wormhole,noc,4096,1,1,1783399,4261977.0,27.0,8388608.0,8192.0,1.0,3.0,0.0,0.0,0.0,0.0,4644789.0,0.0,1646592.0,1.0
mm-4096,wormhole,mm,4096,1,1,282399,1009418.0,393671.0,6144.0,6.0,270341.0,3.0,2.0,0.0,20530.0,0.0,392318.0,505823.0,1206.0,262148.0
sfpu-4096,wormhole,sfpu,4096,1,1,786699,2670321.0,2138707.0,12288.0,6.0,167942.0,524292.0,2.0,0.0,51.0,0.0,1252923.0,781149.0,1461.0,4.0
rv-800000,wormhole,rv,800000,1,1,6405699,19114546.0,27.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,12903724.0,0.0,0.0,1.0
noc-16384,wormhole,noc,16384,1,1,7116397,17012895.0,27.0,33554432.0,32768.0,1.0,3.0,0.0,0.0,0.0,0.0,18558860.0,0.0,6586368.0,1.0
mm-16384,wormhole,mm,16384,1,1,1105699,3982308.0,1573319.0,6144.0,6.0,1081349.0,3.0,2.0,0.0,81970.0,0.0,1535937.0,2017247.0,1206.0,1048580.0
sfpu-16384,wormhole,sfpu,16384,1,1,3121399,10623094.0,8553043.0,12288.0,6.0,671750.0,2097156.0,2.0,0.0,51.0,0.0,4973639.0,3115869.0,1461.0,4.0
