ARCH: blackhole, CHIP_FREQ[MHz]: 0, Max Compute Cores: 140
PCIe slot, core_x, core_y, RISC processor type, timer_id, time[cycles since reset], data, run host ID, trace id, trace id counter, zone name, type, source line, source file, meta data
0,1,2,BRISC,9090,10573,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_MOVE_IDLE_0";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,10615,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_MMIO_IDLE_0";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,10657,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_SFPU_IDLE_0";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,10699,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_THCON_IDLE_1";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,10741,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_UNPACK_IDLE_1";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,10783,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_PACK_IDLE_1";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,10825,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_MATH_IDLE_1";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,10867,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_NONZERO_SEM_1";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,10909,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_NONFULL_SEM_1";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,10951,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_MOVE_IDLE_1";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,10993,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_MMIO_IDLE_1";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,11035,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_SFPU_IDLE_1";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,11077,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_THCON_IDLE_2";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,11119,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_UNPACK_IDLE_2";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,11161,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_PACK_IDLE_2";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,11203,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_MATH_IDLE_2";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,11245,3053721747659,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_NONZERO_SEM_2";"ref cnt":711;"value":203}
0,1,2,BRISC,9090,11287,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_NONFULL_SEM_2";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,11329,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_MOVE_IDLE_2";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,11371,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_MMIO_IDLE_2";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,11413,3053721747456,0,,,,TS_DATA,0,,{"counter type":"WAITING_FOR_SFPU_IDLE_2";"ref cnt":711;"value":0}
0,1,2,BRISC,9090,11455,3053721747573,0,,,,TS_DATA,0,,{"counter type":"THREAD_INSTRUCTIONS_0";"ref cnt":711;"value":117}
0,1,2,BRISC,9090,11497,3053721747625,0,,,,TS_DATA,0,,{"counter type":"THREAD_INSTRUCTIONS_1";"ref cnt":711;"value":169}
0,1,2,BRISC,9090,11539,3053721747674,0,,,,TS_DATA,0,,{"counter type":"THREAD_INSTRUCTIONS_2";"ref cnt":711;"value":218}
0,1,2,BRISC,9090,11581,3053721747456,0,,,,TS_DATA,0,,{"counter type":"ANY_THREAD_STALL";"ref cnt":711;"value":0}
0,1,2,BRISC,45671,11629,0,0,,,BRISC-FW,ZONE_END,433,/home/nick/projects/hedgehope/tt-metal-0.74/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
